serialno,rac1p,lanp,anc1p
2023HU0510582,1,0.0,22
2023HU0510617,1,0.0,89
2023HU0510626,9,1200.0,210
2023HU0510626,9,1200.0,210
2023HU0510642,1,0.0,32
2023HU0510687,1,0.0,999
2023HU0510702,9,1200.0,291
2023HU0510702,9,1200.0,291
2023HU0510717,8,1200.0,210
2023HU0510727,1,0.0,32
2023HU0510776,8,1200.0,291
2023HU0510776,8,1200.0,210
2023HU0510780,2,0.0,902
2023HU0510801,9,1200.0,290
2023HU0510810,1,0.0,22
2023HU0510878,1,0.0,32
2023HU0510937,2,0.0,999
2023HU0510939,1,0.0,999
2023HU0510973,1,0.0,50
2023HU0510989,1,0.0,917
2023HU0510991,1,0.0,195
2023HU0511007,9,0.0,291
2023HU0511007,9,0.0,291
2023HU0511008,1,0.0,32
2023HU0511016,2,0.0,902
2023HU0511080,1,0.0,290
2023HU0511080,1,0.0,996
2023HU0511137,9,1200.0,211
2023HU0511149,6,0.0,615
2023HU0511154,1,0.0,89
2023HU0511166,1,0.0,210
2023HU0511166,1,0.0,210
2023HU0511166,1,0.0,210
2023HU0511166,1,1200.0,210
2023HU0511191,1,0.0,924
2023HU0511191,1,0.0,924
2023HU0511198,2,0.0,999
2023HU0511198,2,0.0,999
2023HU0511276,2,0.0,902
2023HU0511291,1,0.0,999
2023HU0511291,9,0.0,999
2023HU0511293,1,1200.0,290
2023HU0511293,1,1200.0,290
2023HU0511293,1,1200.0,290
2023HU0511310,1,0.0,195
2023HU0511310,1,0.0,22
2023HU0511334,1,0.0,939
2023HU0511350,1,0.0,924
2023HU0511368,8,1200.0,51
2023HU0511368,8,1200.0,996
2023HU0511371,1,0.0,22
2023HU0511400,1,0.0,22
2023HU0511417,6,1730.0,615
2023HU0511417,6,1730.0,615
2023HU0511419,1,0.0,50
2023HU0511428,2,5150.0,599
2023HU0511428,2,5150.0,599
2023HU0511428,2,5150.0,599
2023HU0511436,2,0.0,902
2023HU0511436,2,0.0,902
2023HU0511479,3,1200.0,212
2023HU0511479,3,1200.0,212
2023HU0511490,2,0.0,902
2023HU0511501,9,1200.0,210
2023HU0511515,9,1200.0,291
2023HU0511546,1,0.0,94
2023HU0511551,1,1200.0,210
2023HU0511566,1,0.0,919
2023HU0511586,1,0.0,32
2023HU0511596,1,0.0,200
2023HU0511596,1,0.0,999
2023HU0511596,1,0.0,999
2023HU0511596,1,0.0,999
2023HU0511597,1,0.0,50
2023HU0511690,1,0.0,32
2023HU0511725,8,1200.0,290
2023HU0511733,1,0.0,939
2023HU0511772,1,0.0,50
2023HU0511795,2,0.0,902
2023HU0511816,2,0.0,902
2023HU0511816,2,0.0,902
2023HU0511821,1,0.0,22
2023HU0511849,2,6300.0,999
2023HU0511852,7,0.0,899
2023HU0511897,9,0.0,290
2023HU0511897,8,0.0,290
2023HU0511954,2,0.0,902
2023HU0511974,1,0.0,32
2023HU0511981,2,0.0,902
2023HU0511990,1,0.0,32
2023HU0511990,1,0.0,32
2023HU0512025,1,0.0,190
2023HU0512025,1,0.0,190
2023HU0512039,9,0.0,290
2023HU0512069,1,0.0,999
2023HU0512076,1,0.0,999
2023HU0512076,1,1200.0,999
2023HU0512126,1,0.0,88
2023HU0512165,8,0.0,210
2023HU0512284,1,0.0,148
2023HU0512342,8,1200.0,210
2023HU0512342,8,1200.0,211
2023HU0512342,8,1200.0,211
2023HU0512358,1,0.0,22
2023HU0512421,1,0.0,89
2023HU0512421,1,0.0,999
2023HU0512430,1,0.0,22
2023HU0512435,2,0.0,996
2023HU0512439,3,1200.0,223
2023HU0512439,3,1200.0,223
2023HU0512452,1,0.0,50
2023HU0512459,2,0.0,902
2023HU0512498,9,0.0,210
2023HU0512504,1,0.0,999
2023HU0512513,8,1200.0,252
2023HU0512537,2,6290.0,599
2023HU0512563,9,0.0,50
2023HU0512591,2,1055.0,999
2023HU0512605,1,0.0,999
2023HU0512615,1,0.0,999
2023HU0512615,1,0.0,999
2023HU0512631,1,0.0,91
2023HU0512711,1,0.0,999
2023HU0512711,1,0.0,999
2023HU0512711,1,0.0,999
2023HU0512764,1,0.0,22
2023HU0512764,9,0.0,211
2023HU0512773,2,0.0,308
2023HU0512802,8,0.0,210
2023HU0512802,1,0.0,22
2023HU0512818,9,1200.0,271
2023HU0512818,9,1200.0,271
2023HU0512843,1,0.0,999
2023HU0512849,1,0.0,211
2023HU0512849,1,0.0,211
2023HU0512849,1,0.0,32
2023HU0512874,9,1200.0,999
2023HU0512874,8,1200.0,999
2023HU0512892,1,1200.0,996
2023HU0512892,9,0.0,999
2023HU0512892,9,0.0,999
2023HU0512896,1,1200.0,210
2023HU0512945,8,1200.0,211
2023HU0512960,8,1200.0,291
2023HU0512960,1,0.0,22
2023HU0512973,9,0.0,225
2023HU0512986,1,0.0,939
2023HU0513004,1,1200.0,210
2023HU0513033,1,0.0,999
2023HU0513071,9,1200.0,210
2023HU0513077,2,0.0,900
2023HU0513104,9,1200.0,271
2023HU0513104,9,1200.0,271
2023HU0513125,1,0.0,94
2023HU0513125,1,0.0,50
2023HU0513154,1,0.0,50
2023HU0513163,9,1200.0,999
2023HU0513163,9,1200.0,999
2023HU0513173,1,0.0,32
2023HU0513173,1,0.0,32
2023HU0513244,2,0.0,902
2023HU0513247,1,0.0,996
2023HU0513266,9,1200.0,210
2023HU0513275,1,0.0,999
2023HU0513282,1,0.0,925
2023HU0513303,1,0.0,32
2023HU0513320,2,0.0,902
2023HU0513320,1,0.0,924
2023HU0513333,1,0.0,51
2023HU0513361,2,0.0,902
2023HU0513361,2,0.0,902
2023HU0513424,1,0.0,939
2023HU0513424,1,0.0,999
2023HU0513424,1,0.0,999
2023HU0513424,1,0.0,999
2023HU0513424,1,0.0,999
2023HU0513436,1,0.0,22
2023HU0513436,1,0.0,50
2023HU0513462,1,0.0,996
2023HU0513470,2,0.0,599
2023HU0513470,2,0.0,903
2023HU0513477,1,0.0,22
2023HU0513491,2,0.0,902
2023HU0513505,1,1132.0,87
2023HU0513550,9,0.0,295
2023HU0513581,2,0.0,902
2023HU0513593,1,0.0,22
2023HU0513609,9,0.0,999
2023HU0513609,9,1200.0,999
2023HU0513636,1,0.0,999
2023HU0513662,1,0.0,22
2023HU0513662,1,0.0,22
2023HU0513662,1,0.0,22
2023HU0513699,1,0.0,32
2023HU0513758,8,0.0,999
2023HU0513758,8,0.0,999
2023HU0513764,8,0.0,999
2023HU0513848,1,0.0,925
2023HU0513880,8,1200.0,237
2023HU0513929,1,0.0,22
2023HU0513943,1,0.0,32
2023HU0513944,1,0.0,32
2023HU0513951,2,0.0,588
2023HU0513997,1,0.0,22
2023HU0514003,1,0.0,195
2023HU0514032,1,0.0,999
2023HU0514045,1,0.0,50
2023HU0514082,1,0.0,917
2023HU0514082,1,0.0,999
2023HU0514113,9,0.0,999
2023HU0514124,9,1200.0,234
2023HU0514124,9,1200.0,234
2023HU0514201,6,1350.0,615
2023HU0514220,8,1200.0,211
2023HU0514220,8,1200.0,211
2023HU0514222,2,0.0,902
2023HU0514222,2,0.0,902
2023HU0514232,9,1200.0,210
2023HU0514246,1,0.0,94
2023HU0514261,1,0.0,999
2023HU0514261,1,0.0,999
2023HU0514261,1,0.0,999
2023HU0514261,1,0.0,999
2023HU0514308,2,0.0,902
2023HU0514315,9,1200.0,210
2023HU0514331,9,0.0,920
2023HU0514381,9,0.0,999
2023HU0514388,2,6500.0,529
2023HU0514391,1,0.0,290
2023HU0514415,2,0.0,902
2023HU0514424,1,0.0,51
2023HU0514463,9,1200.0,210
2023HU0514463,9,0.0,999
2023HU0514470,1,0.0,999
2023HU0514470,1,0.0,999
2023HU0514470,1,0.0,999
2023HU0514476,1,0.0,88
2023HU0514522,2,0.0,999
2023HU0514529,1,0.0,924
2023HU0514572,9,1200.0,996
2023HU0514596,2,0.0,999
2023HU0514626,1,0.0,125
2023HU0514647,9,1200.0,211
2023HU0514647,9,1200.0,211
2023HU0514647,9,1200.0,211
2023HU0514666,1,0.0,50
2023HU0514691,8,1200.0,215
2023HU0514726,2,0.0,902
2023HU0514769,9,0.0,50
2023HU0514769,1,0.0,210
2023HU0514786,9,0.0,210
2023HU0514798,9,0.0,999
2023HU0514811,9,1200.0,234
2023HU0514811,9,1200.0,234
2023HU0514858,9,1200.0,225
2023HU0514858,9,1200.0,271
2023HU0514920,9,1200.0,999
2023HU0514920,9,1200.0,999
2023HU0514937,8,1200.0,210
2023HU0514987,9,1200.0,200
2023HU0515002,9,0.0,529
2023HU0515007,9,1200.0,210
2023HU0515026,2,0.0,902
2023HU0515026,2,0.0,902
2023HU0515026,2,0.0,902
2023HU0515033,8,0.0,999
2023HU0515073,1,0.0,999
2023HU0515109,1,1200.0,239
2023HU0515126,1,0.0,999
2023HU0515164,9,1200.0,195
2023HU0515170,1,0.0,88
2023HU0515171,1,0.0,22
2023HU0515227,1,0.0,999
2023HU0515236,1,0.0,22
2023HU0515273,8,1200.0,210
2023HU0515273,8,1200.0,210
2023HU0515273,8,1200.0,999
2023HU0515308,1,0.0,21
2023HU0515319,9,0.0,924
2023HU0515325,1,0.0,999
2023HU0515335,1,0.0,111
2023HU0515341,1,0.0,999
2023HU0515341,1,0.0,999
2023HU0515404,8,1200.0,210
2023HU0515441,2,0.0,902
2023HU0515441,2,0.0,902
2023HU0515454,1,0.0,51
2023HU0515454,1,0.0,51
2023HU0515454,1,0.0,51
2023HU0515478,2,0.0,996
2023HU0515488,1,0.0,32
2023HU0515506,8,1200.0,999
2023HU0515506,8,0.0,999
2023HU0515536,1,1200.0,210
2023HU0515536,1,1200.0,210
2023HU0515536,1,0.0,999
2023HU0515559,1,0.0,195
2023HU0515559,1,0.0,195
2023HU0515574,9,1200.0,223
2023HU0515618,1,0.0,114
2023HU0515630,1,0.0,999
2023HU0515634,1,1200.0,210
2023HU0515634,1,1200.0,210
2023HU0515655,8,0.0,939
2023HU0515655,8,0.0,939
2023HU0515663,1,0.0,32
2023HU0515668,1,0.0,999
2023HU0515721,1,1200.0,234
2023HU0515723,8,1200.0,999
2023HU0515723,8,1200.0,999
2023HU0515763,1,0.0,924
2023HU0515765,1,0.0,22
2023HU0515776,1,0.0,22
2023HU0515829,8,0.0,210
2023HU0515851,1,0.0,87
2023HU0515876,6,1360.0,795
2023HU0515876,6,1360.0,999
2023HU0515900,1,0.0,22
2023HU0515900,1,0.0,999
2023HU0515920,1,0.0,50
2023HU0515936,6,1350.0,615
2023HU0515936,6,1450.0,615
2023HU0515936,6,1450.0,615
2023HU0515936,6,1450.0,615
2023HU0515943,1,0.0,22
2023HU0515957,1,0.0,22
2023HU0515965,1,4500.0,999
2023HU0515965,1,0.0,999
2023HU0515968,9,1200.0,290
2023HU0515991,1,0.0,999
2023HU0515997,1,0.0,999
2023HU0516031,1,0.0,32
2023HU0516033,1,0.0,32
2023HU0516075,9,1200.0,271
2023HU0516075,9,1200.0,271
2023HU0516083,1,0.0,998
2023HU0516095,1,0.0,32
2023HU0516109,9,1200.0,210
2023HU0516118,1,0.0,210
2023HU0516118,1,0.0,210
2023HU0516127,2,0.0,902
2023HU0516127,2,0.0,902
2023HU0516127,2,0.0,902
2023HU0516127,2,0.0,902
2023HU0516157,8,1200.0,211
2023HU0516157,8,0.0,211
2023HU0516157,8,0.0,211
2023HU0516167,1,0.0,50
2023HU0516214,2,0.0,902
2023HU0516230,2,6290.0,553
2023HU0516230,2,0.0,902
2023HU0516230,2,0.0,902
2023HU0516254,2,0.0,902
2023HU0516271,1,1200.0,999
2023HU0516271,1,1200.0,999
2023HU0516271,1,1200.0,999
2023HU0516283,1,0.0,32
2023HU0516301,9,1200.0,211
2023HU0516301,9,1200.0,211
2023HU0516308,1,0.0,22
2023HU0516327,8,1200.0,211
2023HU0516357,2,0.0,902
2023HU0516357,8,1200.0,261
2023HU0516389,1,0.0,50
2023HU0516391,1,0.0,32
2023HU0516398,1,0.0,32
2023HU0516424,1,0.0,50
2023HU0516434,1,0.0,999
2023HU0516457,1,0.0,924
2023HU0516457,1,0.0,924
2023HU0516457,1,0.0,924
2023HU0516500,1,0.0,32
2023HU0516505,9,0.0,924
2023HU0516564,1,0.0,210
2023HU0516567,1,1200.0,999
2023HU0516589,9,1200.0,200
2023HU0516598,1,0.0,939
2023HU0516612,1,0.0,32
2023HU0516618,1,0.0,21
2023HU0516622,1,1200.0,210
2023HU0516622,1,1200.0,210
2023HU0516622,1,1200.0,210
2023HU0516675,1,0.0,999
2023HU0516735,9,0.0,999
2023HU0516735,9,0.0,999
2023HU0516785,1,0.0,999
2023HU0516793,1,0.0,50
2023HU0516806,9,1200.0,210
2023HU0516806,9,1200.0,210
2023HU0516806,9,1200.0,210
2023HU0516826,1,0.0,22
2023HU0516826,1,0.0,22
2023HU0516857,2,0.0,902
2023HU0516857,2,0.0,902
2023HU0516857,2,0.0,902
2023HU0516920,1,0.0,996
2023HU0516934,9,1200.0,218
2023HU0516950,1,0.0,999
2023HU0516974,1,0.0,87
2023HU0517004,1,0.0,999
2023HU0517004,1,0.0,999
2023HU0517036,9,0.0,999
2023HU0517040,9,0.0,999
2023HU0517040,9,0.0,999
2023HU0517046,8,1200.0,211
2023HU0517047,9,1200.0,999
2023HU0517047,9,1200.0,999
2023HU0517048,9,1200.0,999
2023HU0517059,1,0.0,26
2023HU0517059,1,0.0,51
2023HU0517059,1,0.0,924
2023HU0517059,1,0.0,490
2023HU0517143,9,1200.0,210
2023HU0517336,1,0.0,32
2023HU0517336,1,0.0,32
2023HU0517366,8,1200.0,210
2023HU0517396,9,1200.0,210
2023HU0517396,9,1200.0,210
2023HU0517443,1,0.0,996
2023HU0517450,1,0.0,924
2023HU0517450,1,0.0,924
2023HU0517450,1,0.0,924
2023HU0517459,9,1200.0,212
2023HU0517459,9,1200.0,271
2023HU0517488,9,1200.0,210
2023HU0517488,9,1200.0,210
2023HU0517506,1,0.0,32
2023HU0517523,9,0.0,939
2023HU0517523,9,0.0,939
2023HU0517567,6,0.0,785
2023HU0517567,9,0.0,226
2023HU0517582,9,0.0,50
2023HU0517610,1,0.0,924
2023HU0517633,9,1200.0,252
2023HU0517633,8,1200.0,252
2023HU0517668,2,0.0,903
2023HU0517765,1,0.0,50
2023HU0517765,1,0.0,50
2023HU0517802,1,0.0,50
2023HU0517854,1,0.0,32
2023HU0517864,1,0.0,88
2023HU0517876,1,1200.0,210
2023HU0517876,1,1200.0,219
2023HU0517879,1,0.0,22
2023HU0517893,6,0.0,706
2023HU0517906,1,0.0,999
2023HU0517906,1,0.0,999
2023HU0517919,1,0.0,999
2023HU0517936,1,0.0,999
2023HU0517977,1,0.0,50
2023HU0517977,9,0.0,295
2023HU0517995,9,0.0,88
2023HU0518002,9,1200.0,210
2023HU0518007,1,1200.0,231
2023HU0518029,1,0.0,88
2023HU0518029,1,0.0,89
2023HU0518037,2,0.0,902
2023HU0518054,6,0.0,750
2023HU0518054,6,0.0,750
2023HU0518057,6,1500.0,999
2023HU0518157,9,0.0,210
2023HU0518183,9,0.0,291
2023HU0518191,1,0.0,50
2023HU0518204,2,0.0,902
2023HU0518221,1,0.0,32
2023HU0518223,1,0.0,50
2023HU0518224,2,0.0,999
2023HU0518224,2,0.0,999
2023HU0518254,1,1200.0,210
2023HU0518257,2,0.0,902
2023HU0518257,2,0.0,902
2023HU0518269,1,0.0,111
2023HU0518269,9,0.0,720
2023HU0518284,1,0.0,22
2023HU0518312,2,0.0,999
2023HU0518312,2,0.0,999
2023HU0518312,2,0.0,999
2023HU0518312,2,0.0,999
2023HU0518317,1,0.0,94
2023HU0518349,9,1200.0,210
2023HU0518372,1,0.0,142
2023HU0518372,1,0.0,32
2023HU0518375,9,1200.0,210
2023HU0518378,8,0.0,210
2023HU0518381,1,0.0,939
2023HU0518381,1,0.0,939
2023HU0518424,1,0.0,32
2023HU0518446,1,0.0,996
2023HU0518459,1,0.0,22
2023HU0518558,9,0.0,314
2023HU0518567,1,0.0,999
2023HU0518569,1,0.0,999
2023HU0518598,9,1200.0,999
2023HU0518627,8,0.0,290
2023HU0518652,1,1200.0,210
2023HU0518668,1,0.0,142
2023HU0518677,1,4500.0,999
2023HU0518677,1,4500.0,999
2023HU0518677,1,4500.0,999
2023HU0518684,9,1200.0,210
2023HU0518684,9,1200.0,210
2023HU0518699,1,1200.0,211
2023HU0518701,9,1200.0,290
2023HU0518722,1,1200.0,290
2023HU0518735,1,0.0,22
2023HU0518749,2,0.0,903
2023HU0518749,2,0.0,902
2023HU0518749,2,0.0,903
2023HU0518749,2,0.0,902
2023HU0518749,2,0.0,902
2023HU0518755,8,1200.0,213
2023HU0518774,1,0.0,290
2023HU0518774,1,0.0,999
2023HU0518785,1,0.0,924
2023HU0518789,2,0.0,902
2023HU0518816,9,1200.0,290
2023HU0518816,9,1200.0,210
2023HU0518880,8,0.0,999
2023HU0518880,1,0.0,999
2023HU0518961,9,1200.0,211
2023HU0518971,2,0.0,903
2023HU0518971,2,0.0,903
2023HU0518986,1,0.0,999
2023HU0519073,1,0.0,999
2023HU0519073,1,0.0,999
2023HU0519073,1,0.0,999
2023HU0519073,1,1200.0,999
2023HU0519078,1,0.0,50
2023HU0519078,1,0.0,50
2023HU0519085,9,0.0,999
2023HU0519085,9,0.0,999
2023HU0519085,1,0.0,999
2023HU0519132,1,0.0,210
2023HU0519132,1,0.0,210
2023HU0519135,1,0.0,22
2023HU0519168,2,0.0,903
2023HU0519176,9,1200.0,210
2023HU0519176,9,1200.0,210
2023HU0519176,9,1200.0,210
2023HU0519200,1,1200.0,210
2023HU0519245,1,0.0,32
2023HU0519279,9,0.0,924
2023HU0519285,1,0.0,51
2023HU0519291,1,0.0,210
2023HU0519291,1,0.0,210
2023HU0519291,1,1200.0,210
2023HU0519292,2,0.0,902
2023HU0519361,6,2050.0,706
2023HU0519406,1,0.0,50
2023HU0519532,1,0.0,210
2023HU0519600,1,0.0,22
2023HU0519602,1,0.0,22
2023HU0519617,1,0.0,940
2023HU0519636,9,0.0,26
2023HU0519644,1,0.0,183
2023HU0519661,9,1200.0,218
2023HU0519661,9,1200.0,218
2023HU0519686,1,0.0,999
2023HU0519686,7,0.0,999
2023HU0519686,1,1200.0,999
2023HU0519741,9,0.0,50
2023HU0519744,9,0.0,88
2023HU0519748,3,0.0,920
2023HU0519758,1,0.0,26
2023HU0519781,1,1200.0,999
2023HU0519788,9,1200.0,210
2023HU0519792,1,0.0,50
2023HU0519802,1,4500.0,999
2023HU0519805,9,1200.0,210
2023HU0519805,1,1110.0,32
2023HU0519812,1,0.0,22
2023HU0519859,1,0.0,87
2023HU0519859,1,0.0,87
2023HU0519861,1,0.0,87
2023HU0519869,2,0.0,902
2023HU0519873,6,0.0,720
2023HU0519878,1,0.0,999
2023HU0519883,2,0.0,314
2023HU0519903,1,0.0,32
2023HU0520059,1,0.0,32
2023HU0520070,1,0.0,999
2023HU0520077,1,1200.0,225
2023HU0520113,2,0.0,996
2023HU0520121,1,0.0,22
2023HU0520177,1,1290.0,416
2023HU0520179,6,1360.0,795
2023HU0520198,1,0.0,21
2023HU0520198,1,0.0,142
2023HU0520199,9,1200.0,210
2023HU0520199,9,1200.0,210
2023HU0520205,1,0.0,87
2023HU0520206,1,0.0,22
2023HU0520209,6,1960.0,785
2023HU0520213,1,0.0,32
2023HU0520213,1,0.0,22
2023HU0520222,8,0.0,222
2023HU0520245,9,0.0,290
2023HU0520245,9,1200.0,290
2023HU0520245,9,0.0,290
2023HU0520258,2,0.0,599
2023HU0520266,1,0.0,416
2023HU0520266,1,0.0,939
2023HU0520277,1,0.0,50
2023HU0520279,1,0.0,999
2023HU0520307,9,1200.0,210
2023HU0520338,1,0.0,999
2023HU0520349,1,0.0,939
2023HU0520370,9,1200.0,210
2023HU0520370,9,1200.0,210
2023HU0520388,2,6290.0,999
2023HU0520388,2,0.0,902
2023HU0520388,2,0.0,999
2023HU0520401,1,0.0,22
2023HU0520444,1,0.0,51
2023HU0520467,1,0.0,939
2023HU0520470,1,0.0,999
2023HU0520508,9,0.0,46
2023HU0520530,9,0.0,210
2023HU0520530,9,0.0,999
2023HU0520586,1,0.0,22
2023HU0520592,1,0.0,88
2023HU0520598,1,0.0,999
2023HU0520598,1,0.0,999
2023HU0520605,1,1200.0,210
2023HU0520680,1,0.0,939
2023HU0520680,1,0.0,939
2023HU0520715,1,0.0,26
2023HU0520731,1,0.0,999
2023HU0520791,8,1200.0,210
2023HU0520802,1,0.0,50
2023HU0520809,1,0.0,22
2023HU0520829,8,1200.0,210
2023HU0520851,1,0.0,32
2023HU0520865,2,0.0,903
2023HU0520922,9,1200.0,211
2023HU0520922,9,1200.0,211
2023HU0520928,1,0.0,999
2023HU0520958,1,0.0,999
2023HU0520964,9,1200.0,210
2023HU0521012,1,0.0,22
2023HU0521017,8,0.0,996
2023HU0521023,1,0.0,22
2023HU0521063,1,4500.0,999
2023HU0521119,1,1200.0,226
2023HU0521119,1,0.0,924
2023HU0521133,1,0.0,22
2023HU0521170,1,0.0,32
2023HU0521178,2,0.0,335
2023HU0521183,1,0.0,996
2023HU0521183,1,0.0,996
2023HU0521224,1,0.0,939
2023HU0521265,2,0.0,902
2023HU0521306,2,0.0,902
2023HU0521309,1,1200.0,226
2023HU0521323,1,0.0,32
2023HU0521329,9,1200.0,271
2023HU0521329,9,1200.0,271
2023HU0521329,9,1200.0,271
2023HU0521329,9,1200.0,271
2023HU0521331,9,1200.0,218
2023HU0521331,9,1200.0,218
2023HU0521331,9,1200.0,218
2023HU0521337,1,0.0,939
2023HU0521377,1,0.0,22
2023HU0521392,8,1200.0,210
2023HU0521395,1,0.0,32
2023HU0521431,1,0.0,22
2023HU0521463,2,0.0,920
2023HU0521481,1,0.0,195
2023HU0521484,2,0.0,902
2023HU0521496,9,0.0,291
2023HU0521518,1,0.0,26
2023HU0521539,9,0.0,32
2023HU0521539,1,0.0,999
2023HU0521555,9,0.0,22
2023HU0521555,1,0.0,22
2023HU0521555,1,0.0,22
2023HU0521572,1,0.0,999
2023HU0521588,8,1200.0,290
2023HU0521588,8,1200.0,210
2023HU0521601,1,0.0,406
2023HU0521617,1,0.0,50
2023HU0521618,2,0.0,902
2023HU0521619,1,0.0,82
2023HU0521635,8,1200.0,212
2023HU0521635,8,1200.0,290
2023HU0521635,8,1200.0,210
2023HU0521635,8,1200.0,210
2023HU0521654,1,0.0,22
2023HU0521673,8,1200.0,218
2023HU0521673,8,1200.0,210
2023HU0521673,8,1200.0,210
2023HU0521684,6,1960.0,999
2023HU0521702,1,0.0,51
2023HU0521702,1,0.0,51
2023HU0521705,1,0.0,22
2023HU0521723,9,1200.0,210
2023HU0521727,1,0.0,999
2023HU0521727,1,0.0,999
2023HU0521727,1,0.0,999
2023HU0521756,1,0.0,22
2023HU0521763,1,1200.0,32
2023HU0521763,9,0.0,999
2023HU0521784,6,1960.0,785
2023HU0521784,6,1960.0,785
2023HU0521818,1,0.0,211
2023HU0521818,1,0.0,211
2023HU0521821,6,2575.0,999
2023HU0521838,9,1200.0,290
2023HU0521857,2,0.0,999
2023HU0521876,9,0.0,290
2023HU0521931,1,0.0,939
2023HU0521966,2,0.0,999
2023HU0521983,2,0.0,903
2023HU0522029,2,0.0,902
2023HU0522032,1,1200.0,939
2023HU0522032,1,1200.0,939
2023HU0522032,1,1200.0,939
2023HU0522067,1,4545.0,142
2023HU0522072,9,1200.0,211
2023HU0522073,9,1200.0,210
2023HU0522073,1,0.0,999
2023HU0522094,1,0.0,50
2023HU0522117,1,1200.0,210
2023HU0522134,1,0.0,998
2023HU0522145,1,1170.0,26
2023HU0522213,1,0.0,50
2023HU0522229,8,1200.0,210
2023HU0522245,1,0.0,999
2023HU0522268,2,0.0,599
2023HU0522279,9,1200.0,210
2023HU0522279,9,1200.0,211
2023HU0522279,9,1200.0,211
2023HU0522286,1,0.0,50
2023HU0522342,1,0.0,999
2023HU0522346,2,0.0,902
2023HU0522361,2,6370.0,553
2023HU0522370,1,0.0,22
2023HU0522381,6,1960.0,785
2023HU0522438,1,0.0,290
2023HU0522457,1,0.0,999
2023HU0522486,1,0.0,999
2023HU0522498,1,0.0,924
2023HU0522505,1,0.0,999
2023HU0522505,1,0.0,999
2023HU0522507,1,0.0,22
2023HU0522507,1,0.0,22
2023HU0522575,2,0.0,903
2023HU0522623,2,0.0,902
2023HU0522674,9,1210.0,360
2023HU0522692,2,0.0,902
2023HU0522694,8,1200.0,210
2023HU0522709,2,0.0,902
2023HU0522717,1,0.0,999
2023HU0522717,1,0.0,999
2023HU0522728,2,0.0,999
2023HU0522775,9,1200.0,996
2023HU0522827,8,1200.0,999
2023HU0522827,8,1200.0,999
2023HU0522876,1,0.0,939
2023HU0522949,9,1200.0,210
2023HU0522949,9,1200.0,210
2023HU0522967,1,0.0,22
2023HU0522971,1,0.0,50
2023HU0523001,9,0.0,22
2023HU0523001,1,0.0,32
2023HU0523007,9,0.0,999
2023HU0523007,9,1200.0,999
2023HU0523007,1,0.0,999
2023HU0523058,9,1200.0,999
2023HU0523113,9,1200.0,210
2023HU0523113,9,1200.0,210
2023HU0523182,9,0.0,211
2023HU0523182,9,0.0,999
2023HU0523182,9,0.0,211
2023HU0523207,1,1200.0,210
2023HU0523207,1,1200.0,210
2023HU0523207,1,1200.0,210
2023HU0523207,1,1200.0,210
2023HU0523247,2,0.0,902
2023HU0523292,1,1200.0,210
2023HU0523305,9,1200.0,211
2023HU0523305,9,1200.0,211
2023HU0523351,9,1200.0,211
2023HU0523352,9,1200.0,223
2023HU0523366,1,0.0,939
2023HU0523366,1,0.0,939
2023HU0523376,9,1200.0,226
2023HU0523376,8,1200.0,226
2023HU0523388,9,1200.0,210
2023HU0523388,9,1200.0,210
2023HU0523394,9,1200.0,210
2023HU0523395,1,0.0,939
2023HU0523404,1,0.0,999
2023HU0523411,1,0.0,82
2023HU0523436,1,0.0,32
2023HU0523473,1,0.0,924
2023HU0523508,1,0.0,32
2023HU0523515,6,1960.0,785
2023HU0523516,2,0.0,902
2023HU0523516,2,0.0,902
2023HU0523522,1,0.0,999
2023HU0523527,9,0.0,210
2023HU0523551,1,0.0,22
2023HU0523565,1,0.0,22
2023HU0523616,9,0.0,211
2023HU0523643,9,1200.0,200
2023HU0523658,1,0.0,32
2023HU0523687,1,0.0,924
2023HU0523692,1,0.0,32
2023HU0523708,1,0.0,999
2023HU0523708,9,1200.0,999
2023HU0523782,2,0.0,902
2023HU0523782,1,0.0,88
2023HU0523800,1,0.0,111
2023HU0523800,1,0.0,939
2023HU0523857,1,0.0,22
2023HU0523858,9,0.0,983
2023HU0523870,1,0.0,999
2023HU0523870,1,0.0,999
2023HU0523889,6,0.0,782
2023HU0523912,1,0.0,32
2023HU0523943,1,0.0,88
2023HU0523994,1,0.0,999
2023HU0524002,1,0.0,22
2023HU0524011,8,1200.0,210
2023HU0524011,8,1200.0,210
2023HU0524014,9,0.0,32
2023HU0524019,1,0.0,996
2023HU0524038,9,1200.0,211
2023HU0524038,9,1200.0,211
2023HU0524060,9,1200.0,211
2023HU0524064,1,0.0,195
2023HU0524064,1,0.0,142
2023HU0524102,1,0.0,142
2023HU0524102,1,0.0,142
2023HU0524123,1,0.0,32
2023HU0524204,2,0.0,902
2023HU0524204,2,0.0,902
2023HU0524206,1,0.0,111
2023HU0524206,1,0.0,111
2023HU0524206,8,0.0,210
2023HU0524225,1,4500.0,421
2023HU0524227,9,1200.0,235
2023HU0524260,1,0.0,999
2023HU0524293,8,1200.0,210
2023HU0524293,8,1200.0,210
2023HU0524293,8,1200.0,999
2023HU0524304,1,0.0,195
2023HU0524321,2,0.0,999
2023HU0524366,9,1200.0,210
2023HU0524385,1,0.0,999
2023HU0524400,1,0.0,22
2023HU0524435,1,0.0,999
2023HU0524438,1,0.0,290
2023HU0524449,1,0.0,87
2023HU0524486,1,1170.0,931
