serialno,rac1p,lanp,anc1p
2023GQ0164992,2,0.0,902
2023GQ0164998,1,0.0,142
2023GQ0165005,1,1200.0,999
2023GQ0165013,1,0.0,999
2023GQ0165027,1,1200.0,210
2023GQ0165064,1,0.0,999
2023GQ0165101,1,1200.0,999
2023GQ0165123,1,0.0,999
2023GQ0165124,1,1200.0,32
2023GQ0165126,9,1200.0,211
2023GQ0165146,1,0.0,924
2023GQ0165149,1,0.0,26
2023GQ0165153,2,0.0,902
2023GQ0165174,2,0.0,902
2023GQ0165177,2,0.0,902
2023GQ0165193,1,0.0,999
2023GQ0165195,8,1200.0,210
2023GQ0165196,6,1730.0,795
2023GQ0165205,9,1200.0,211
2023GQ0165241,2,0.0,902
2023GQ0165249,1,0.0,999
2023GQ0165282,1,0.0,50
2023GQ0165354,1,0.0,999
2023GQ0165359,2,0.0,902
2023GQ0165360,9,1200.0,210
2023GQ0165363,1,0.0,999
2023GQ0165370,6,2000.0,706
2023GQ0165380,9,1200.0,210
2023GQ0165418,6,1730.0,615
2023GQ0165457,2,0.0,999
2023GQ0165495,8,1200.0,210
2023GQ0165536,2,0.0,999
2023GQ0165548,1,0.0,999
2023GQ0165564,2,0.0,902
2023GQ0165565,2,0.0,902
2023GQ0165570,2,0.0,999
2023GQ0165577,1,0.0,210
2023GQ0165582,1,0.0,32
2023GQ0165598,1,0.0,32
2023GQ0165676,2,0.0,902
2023GQ0165718,8,1200.0,211
2023GQ0165723,9,0.0,939
2023GQ0165749,2,0.0,902
2023GQ0165757,6,0.0,785
2023GQ0165774,1,0.0,999
2023GQ0165783,2,0.0,902
2023GQ0165790,9,1200.0,210
2023GQ0165799,1,0.0,999
2023GQ0165835,2,0.0,902
2023GQ0165853,9,0.0,210
2023GQ0165854,1,0.0,50
2023GQ0165869,2,0.0,902
2023GQ0165884,2,0.0,999
2023GQ0165897,1,1200.0,22
2023GQ0165905,1,4500.0,425
2023GQ0165910,1,1200.0,210
2023GQ0165911,1,0.0,785
2023GQ0165924,1,0.0,999
2023GQ0165932,1,0.0,917
2023GQ0165989,9,0.0,210
2023GQ0166013,1,0.0,999
2023GQ0166034,1,0.0,999
2023GQ0166050,1,0.0,999
2023GQ0166057,6,0.0,720
2023GQ0166062,1,0.0,939
2023GQ0166067,9,1200.0,290
2023GQ0166069,1,0.0,87
2023GQ0166077,1,0.0,999
2023GQ0166093,9,1200.0,210
2023GQ0166126,2,0.0,902
2023GQ0166145,1,0.0,32
2023GQ0166152,1,1200.0,999
2023GQ0166154,1,4500.0,402
2023GQ0166162,9,0.0,32
2023GQ0166167,6,2575.0,750
2023GQ0166193,1,0.0,22
2023GQ0166194,2,0.0,902
2023GQ0166198,1,0.0,924
2023GQ0166226,1,0.0,999
2023GQ0166232,1,0.0,50
2023GQ0166260,9,0.0,902
2023GQ0166269,1,0.0,999
2023GQ0166279,9,1200.0,210
2023GQ0166282,1,4500.0,402
2023GQ0166306,1,0.0,924
2023GQ0166309,1,1200.0,999
2023GQ0166313,2,0.0,903
2023GQ0166325,2,0.0,999
2023GQ0166338,1,0.0,50
2023GQ0166339,2,0.0,999
2023GQ0166347,1,0.0,924
2023GQ0166364,1,0.0,22
2023GQ0166366,1,0.0,26
2023GQ0166401,1,0.0,50
2023GQ0166417,1,0.0,999
2023GQ0166420,2,0.0,902
2023GQ0166423,2,1200.0,902
2023GQ0166430,6,1350.0,615
2023GQ0166438,2,0.0,902
2023GQ0166473,1,0.0,50
2023GQ0166477,2,0.0,902
2023GQ0166481,6,1540.0,680
2023GQ0166484,1,0.0,21
2023GQ0166559,8,1200.0,210
2023GQ0166589,1,0.0,924
2023GQ0166593,6,1350.0,615
2023GQ0166613,8,1200.0,210
2023GQ0166627,9,1200.0,210
2023GQ0166628,1,0.0,999
2023GQ0166634,1,1200.0,999
2023GQ0166635,1,0.0,999
2023GQ0166637,1,1200.0,32
2023GQ0166673,2,1200.0,999
2023GQ0166704,1,0.0,999
2023GQ0166724,9,1200.0,211
2023GQ0166758,9,0.0,939
2023GQ0166769,2,0.0,902
2023GQ0166817,1,0.0,22
2023GQ0166969,6,1350.0,615
2023GQ0166973,1,0.0,999
2023GQ0166988,2,0.0,902
2023GQ0166995,1,0.0,999
2023GQ0167001,1,1170.0,26
2023GQ0167047,1,1200.0,210
2023GQ0167066,9,0.0,32
2023GQ0167077,2,0.0,902
2023GQ0167094,6,2525.0,782
2023GQ0167107,9,0.0,210
2023GQ0167152,1,1200.0,210
2023GQ0167156,1,0.0,210
2023GQ0167178,9,1200.0,210
2023GQ0167184,6,2475.0,765
2023GQ0167203,9,1200.0,211
2023GQ0167206,1,0.0,32
2023GQ0167251,1,0.0,32
2023GQ0167252,1,0.0,50
2023GQ0167256,1,0.0,32
2023GQ0167258,1,0.0,32
2023GQ0167259,1,0.0,924
2023GQ0167275,9,1200.0,999
2023GQ0167303,6,1730.0,615
2023GQ0167311,2,0.0,902
2023GQ0167342,2,0.0,902
2023GQ0167355,9,0.0,924
2023GQ0167429,9,1200.0,999
2023GQ0167432,1,0.0,999
2023GQ0167464,1,1200.0,999
2023GQ0167471,1,0.0,999
2023GQ0167474,2,0.0,999
2023GQ0167495,2,0.0,599
2023GQ0167574,9,1200.0,211
2023GQ0167576,1,0.0,999
2023GQ0167582,9,1200.0,210
2023GQ0167606,1,0.0,939
2023GQ0167622,1,0.0,111
2023GQ0167643,1,1200.0,210
2023GQ0167675,1,1200.0,210
2023GQ0167695,1,0.0,999
2023GQ0167697,9,1200.0,290
2023GQ0167705,2,0.0,999
2023GQ0167722,1,0.0,924
2023GQ0167734,1,0.0,32
2023GQ0167739,1,0.0,939
2023GQ0167750,1,0.0,999
2023GQ0167766,1,0.0,999
2023GQ0167771,8,1200.0,210
2023GQ0167787,1,0.0,999
2023GQ0167790,9,0.0,22
2023GQ0167791,9,0.0,920
2023GQ0167802,1,0.0,32
2023GQ0167807,1,0.0,22
2023GQ0167828,9,0.0,919
2023GQ0167851,9,0.0,924
2023GQ0167874,1,0.0,999
2023GQ0167878,2,0.0,902
2023GQ0167888,2,0.0,902
2023GQ0167891,1,0.0,22
2023GQ0167896,1,0.0,999
2023GQ0167912,1,0.0,999
2023GQ0167917,1,0.0,50
2023GQ0167925,2,0.0,996
2023GQ0167938,1,0.0,142
2023GQ0167948,8,1200.0,999
2023GQ0167979,1,0.0,939
2023GQ0168000,9,1200.0,210
2023GQ0168004,9,1200.0,210
2023GQ0168013,1,1200.0,290
2023GQ0168021,3,0.0,913
2023GQ0168033,8,1200.0,211
2023GQ0168084,1,0.0,32
2023GQ0168099,1,0.0,22
2023GQ0168101,2,0.0,902
2023GQ0168103,1,0.0,32
2023GQ0168109,2,0.0,308
2023GQ0168111,8,1200.0,210
2023GQ0168114,9,1200.0,210
2023GQ0168116,2,0.0,999
2023GQ0168117,1,0.0,999
2023GQ0168140,2,0.0,999
2023GQ0168141,9,0.0,903
2023GQ0168160,1,0.0,999
2023GQ0168168,6,1200.0,999
2023GQ0168169,1,0.0,32
2023GQ0168207,2,0.0,902
2023GQ0168238,9,0.0,917
2023GQ0168244,1,0.0,32
2023GQ0168259,1,0.0,999
2023GQ0168263,9,1200.0,210
2023GQ0168276,8,1200.0,939
2023GQ0168336,1,0.0,999
2023GQ0168355,9,1200.0,210
2023GQ0168368,1,0.0,924
2023GQ0168410,1,0.0,50
2023GQ0168446,2,0.0,902
2023GQ0168464,2,0.0,902
2023GQ0168513,2,0.0,999
2023GQ0168514,1,0.0,32
2023GQ0168536,6,1960.0,999
2023GQ0168541,2,0.0,902
2023GQ0168554,1,0.0,939
2023GQ0168558,1,0.0,999
2023GQ0168566,5,0.0,290
2023GQ0168568,1,0.0,939
2023GQ0168585,1,0.0,924
2023GQ0168599,1,0.0,999
2023GQ0168617,2,0.0,999
2023GQ0168650,1,0.0,32
2023GQ0168658,2,1200.0,902
2023GQ0168696,6,0.0,615
2023GQ0168720,9,0.0,902
2023GQ0168734,1,0.0,82
2023GQ0168736,2,0.0,999
2023GQ0168747,1,0.0,999
2023GQ0168758,9,1200.0,210
2023GQ0168759,2,0.0,902
2023GQ0168769,1,0.0,22
2023GQ0168807,1,0.0,939
2023GQ0168825,9,0.0,290
2023GQ0168827,8,0.0,999
2023GQ0168862,1,0.0,999
2023GQ0168864,1,0.0,22
2023GQ0168876,1,0.0,924
2023GQ0168906,9,1200.0,210
2023GQ0168907,1,0.0,999
2023GQ0168928,9,0.0,920
2023GQ0168988,1,0.0,939
2023GQ0168998,1,0.0,924
2023GQ0168999,1,0.0,999
2023GQ0169029,9,0.0,210
2023GQ0169047,1,0.0,999
2023GQ0169059,1,0.0,999
2023GQ0169065,2,0.0,902
2023GQ0169109,1,0.0,50
2023GQ0169120,1,0.0,32
2023GQ0169138,9,1200.0,222
2023GQ0169159,9,1200.0,210
2023GQ0169174,1,0.0,924
2023GQ0169181,1,0.0,999
2023GQ0169261,2,0.0,999
2023GQ0169262,9,1200.0,210
2023GQ0169277,2,0.0,902
2023GQ0169290,1,0.0,924
2023GQ0169291,1,0.0,210
2023GQ0169314,1,0.0,32
2023GQ0169323,1,0.0,999
2023GQ0169327,2,0.0,999
2023GQ0169330,8,1200.0,210
2023GQ0169342,1,0.0,999
2023GQ0169355,2,0.0,902
2023GQ0169356,1,0.0,924
2023GQ0169394,1,0.0,999
2023GQ0169419,2,0.0,903
2023GQ0169443,1,0.0,32
2023GQ0169445,1,0.0,999
2023GQ0169453,1,0.0,32
2023GQ0169460,8,1200.0,211
2023GQ0169463,1,0.0,999
2023GQ0169482,9,0.0,32
2023GQ0169537,1,1200.0,210
2023GQ0169543,2,0.0,903
2023GQ0169546,1,0.0,939
2023GQ0169560,1,1200.0,999
2023GQ0169583,1,0.0,999
2023GQ0169618,8,1200.0,210
2023GQ0169628,8,1200.0,210
2023GQ0169631,1,0.0,50
2023GQ0169643,1,0.0,924
2023GQ0169691,2,0.0,999
2023GQ0169695,9,0.0,902
2023GQ0169724,1,0.0,999
2023GQ0169731,2,0.0,902
2023GQ0169786,1,0.0,999
2023GQ0169828,7,0.0,999
2023GQ0169829,1,0.0,50
2023GQ0169841,9,1200.0,210
2023GQ0169844,2,0.0,939
2023GQ0169847,9,1200.0,999
2023GQ0169848,1,0.0,999
2023GQ0169849,8,1200.0,210
2023GQ0169865,1,0.0,26
2023GQ0169866,2,5525.0,599
2023GQ0169875,1,0.0,142
2023GQ0169893,1,0.0,999
2023GQ0169898,9,0.0,211
2023GQ0169909,9,1200.0,999
2023GQ0169913,1,4500.0,402
2023GQ0169959,1,0.0,218
2023GQ0169986,9,1200.0,210
2023GQ0170014,2,0.0,999
2023GQ0170020,8,1200.0,211
2023GQ0170050,1,0.0,26
2023GQ0170095,9,1200.0,210
2023GQ0170098,1,0.0,32
2023GQ0170099,1,0.0,939
2023GQ0170152,1,0.0,142
2023GQ0170171,1,1200.0,999
2023GQ0170194,1,0.0,999
2023GQ0170202,2,0.0,999
2023GQ0170218,2,0.0,903
2023GQ0170284,6,0.0,615
2023GQ0170286,1,0.0,999
2023GQ0170325,1,0.0,999
2023GQ0170352,8,1200.0,218
2023GQ0170367,2,0.0,902
2023GQ0170375,2,0.0,300
2023GQ0170377,1,1200.0,211
2023GQ0170378,1,0.0,22
2023GQ0170433,1,0.0,50
2023GQ0170455,1,1200.0,999
2023GQ0170460,1,0.0,999
2023GQ0170464,9,0.0,210
2023GQ0170494,2,0.0,996
2023GQ0170510,1,0.0,32
2023GQ0170535,2,0.0,999
2023GQ0170538,1,0.0,999
2023GQ0170539,2,0.0,999
2023GQ0170565,2,0.0,999
2023GQ0170571,2,0.0,902
2023GQ0170575,1,0.0,50
2023GQ0170584,1,0.0,999
2023GQ0170592,2,0.0,902
2023GQ0170598,1,0.0,999
2023GQ0170624,6,0.0,615
2023GQ0170634,1,0.0,924
2023GQ0170647,1,1200.0,999
2023GQ0170650,8,1200.0,999
2023GQ0170674,9,0.0,920
2023GQ0170683,1,0.0,999
2023GQ0170722,2,0.0,902
2023GQ0170740,9,0.0,32
2023GQ0170750,2,0.0,999
2023GQ0170757,1,0.0,999
2023GQ0170761,9,0.0,290
2023GQ0170770,9,1200.0,210
2023GQ0170793,1,0.0,22
2023GQ0170798,2,6290.0,999
2023GQ0170799,1,0.0,999
2023GQ0170802,1,0.0,924
2023GQ0170838,1,0.0,924
2023GQ0170843,5,0.0,999
2023GQ0170849,2,0.0,999
2023GQ0170856,1,0.0,999
2023GQ0170863,1,0.0,999
2023GQ0170865,1,0.0,22
2023GQ0170873,1,0.0,425
2023GQ0170880,1,0.0,939
2023GQ0170887,9,0.0,210
2023GQ0170893,2,0.0,902
2023GQ0170898,1,0.0,51
2023GQ0170902,3,1200.0,215
2023GQ0170912,1,0.0,22
2023GQ0170928,1,0.0,999
2023GQ0170948,9,0.0,210
2023GQ0170961,2,0.0,902
2023GQ0170966,9,0.0,290
2023GQ0170999,1,0.0,999
2023GQ0171015,1,0.0,32
2023GQ0171035,8,0.0,290
2023GQ0171076,1,0.0,999
2023GQ0171081,1,0.0,32
2023GQ0171084,2,0.0,902
2023GQ0171088,2,5950.0,599
2023GQ0171089,6,1350.0,615
2023GQ0171092,1,0.0,32
2023GQ0171094,2,0.0,999
2023GQ0171100,2,0.0,902
2023GQ0171104,1,0.0,999
2023GQ0171131,1,0.0,999
2023GQ0171137,1,1200.0,210
2023GQ0171142,1,0.0,22
2023GQ0171149,1,0.0,51
2023GQ0171150,1,0.0,924
2023GQ0171156,2,0.0,903
2023GQ0171159,2,0.0,902
2023GQ0171168,6,1765.0,615
2023GQ0171179,1,0.0,939
2023GQ0171184,9,0.0,210
2023GQ0171204,1,0.0,22
2023GQ0171245,8,1200.0,218
2023GQ0171258,2,0.0,902
2023GQ0171274,2,0.0,902
2023GQ0171293,1,0.0,999
2023GQ0171295,9,0.0,210
2023GQ0171302,1,0.0,996
2023GQ0171310,1,0.0,924
2023GQ0171333,9,1170.0,902
2023GQ0171342,1,0.0,924
2023GQ0171368,1,0.0,32
2023GQ0171371,1,1200.0,999
2023GQ0171379,9,0.0,999
2023GQ0171381,1,0.0,111
2023GQ0171389,2,0.0,902
2023GQ0171403,9,1200.0,211
2023GQ0171405,2,0.0,902
2023GQ0171412,6,1960.0,785
2023GQ0171414,1,0.0,26
2023GQ0171421,1,0.0,999
2023GQ0171440,1,0.0,924
2023GQ0171453,1,0.0,142
2023GQ0171464,1,1200.0,210
2023GQ0171476,8,1200.0,210
2023GQ0171492,1,0.0,88
2023GQ0171498,1,1200.0,213
2023GQ0171515,1,0.0,999
2023GQ0171526,2,0.0,902
2023GQ0171537,6,1360.0,680
2023GQ0171546,1,0.0,50
2023GQ0171569,2,0.0,902
2023GQ0171588,8,1200.0,211
2023GQ0171606,9,0.0,210
2023GQ0171624,1,0.0,996
2023GQ0171634,1,0.0,32
2023GQ0171636,2,0.0,902
2023GQ0171638,1,0.0,999
2023GQ0171643,2,0.0,999
2023GQ0171645,8,1200.0,210
2023GQ0171704,1,1200.0,999
2023GQ0171732,2,0.0,902
2023GQ0171734,1,1200.0,210
2023GQ0171740,1,0.0,22
2023GQ0171755,1,1200.0,999
2023GQ0171775,1,0.0,50
2023GQ0171814,1,0.0,50
2023GQ0171845,1,0.0,32
2023GQ0171848,1,0.0,939
2023GQ0171849,1,1200.0,999
2023GQ0171850,1,0.0,50
2023GQ0171856,9,1200.0,210
2023GQ0171863,1,0.0,999
2023GQ0171868,9,1200.0,210
2023GQ0171874,1,0.0,50
2023GQ0171881,9,1200.0,210
2023GQ0171908,1,1200.0,210
2023GQ0171928,1,0.0,142
2023GQ0171950,8,1200.0,226
2023GQ0171960,1,0.0,924
2023GQ0171987,1,0.0,999
2023GQ0172046,2,0.0,903
2023GQ0172056,2,0.0,902
2023GQ0172058,2,0.0,902
2023GQ0172070,1,0.0,999
2023GQ0172081,6,1730.0,615
2023GQ0172108,1,1200.0,999
2023GQ0172119,2,0.0,902
2023GQ0172143,9,1200.0,211
2023GQ0172155,1,0.0,94
2023GQ0172160,1,0.0,82
2023GQ0172163,9,0.0,32
2023GQ0172174,2,1200.0,210
2023GQ0172178,2,0.0,902
2023GQ0172195,9,0.0,999
2023GQ0172230,1,0.0,999
2023GQ0172244,1,0.0,999
2023GQ0172251,1,1200.0,999
2023GQ0172273,1,0.0,999
2023GQ0172304,2,0.0,903
2023GQ0172319,2,0.0,902
2023GQ0172324,1,0.0,50
2023GQ0172340,6,0.0,999
2023GQ0172348,8,1200.0,983
2023GQ0172369,1,0.0,22
2023GQ0172376,1,0.0,939
2023GQ0172383,9,1200.0,211
2023GQ0172392,2,0.0,902
2023GQ0172398,1,0.0,211
2023GQ0172400,2,0.0,999
2023GQ0172401,6,1960.0,785
2023GQ0172428,2,0.0,902
2023GQ0172450,9,0.0,50
2023GQ0172474,9,1200.0,210
2023GQ0172478,1,0.0,999
2023GQ0172501,1,0.0,32
2023GQ0172514,1,0.0,999
2023GQ0172618,2,0.0,999
2023GQ0172674,1,1200.0,999
2023GQ0172694,1,0.0,999
2023GQ0172720,1,0.0,32
2023GQ0172746,9,0.0,903
2023GQ0172753,1,0.0,999
2023GQ0172762,2,0.0,902
2023GQ0172782,9,1200.0,290
2023GQ0172787,2,0.0,999
2023GQ0172788,1,0.0,50
2023GQ0172792,1,0.0,50
2023GQ0172795,9,1200.0,210
2023GQ0172823,2,0.0,999
2023GQ0172824,1,0.0,924
2023GQ0172837,1,0.0,999
2023GQ0172858,2,0.0,902
2023GQ0172862,1,0.0,999
2023GQ0172863,1,0.0,999
2023GQ0172899,1,0.0,999
2023GQ0172909,1,0.0,26
2023GQ0172921,1,0.0,22
2023GQ0172933,2,0.0,902
2023GQ0172946,6,1730.0,615
2023GQ0172960,1,0.0,999
2023GQ0172963,2,5150.0,534
2023GQ0172964,8,1200.0,226
2023GQ0172989,1,0.0,999
2023GQ0172994,9,1200.0,210
2023GQ0173002,1,0.0,32
2023GQ0173013,2,0.0,26
2023GQ0173029,1,0.0,26
2023GQ0173050,1,1200.0,223
2023GQ0173053,9,0.0,50
2023GQ0173057,9,0.0,211
2023GQ0173075,1,1200.0,999
2023GQ0173080,9,1200.0,210
2023GQ0173095,1,0.0,51
2023GQ0173111,9,1200.0,210
2023GQ0173138,1,1200.0,999
2023GQ0173144,1,0.0,22
2023GQ0173181,1,0.0,222
2023GQ0173189,2,0.0,902
2023GQ0173195,2,0.0,902
2023GQ0173250,9,1200.0,210
2023GQ0173275,1,0.0,50
2023GQ0173276,1,0.0,999
2023GQ0173293,9,1200.0,210
2023GQ0173312,9,0.0,211
2023GQ0173336,2,0.0,903
2023GQ0173346,8,0.0,210
2023GQ0173366,1,0.0,999
2023GQ0173384,1,0.0,999
2023GQ0173390,9,0.0,785
2023GQ0173423,9,1200.0,210
2023GQ0173459,1,0.0,999
2023GQ0173461,2,0.0,999
2023GQ0173467,1,0.0,142
2023GQ0173473,2,0.0,902
2023GQ0173474,8,1200.0,290
2023GQ0173480,6,1350.0,615
2023GQ0173481,2,1200.0,902
2023GQ0173503,1,0.0,999
2023GQ0173544,2,0.0,999
2023GQ0173574,2,0.0,902
2023GQ0173578,8,1200.0,210
2023GQ0173582,1,0.0,999
2023GQ0173585,1,0.0,999
2023GQ0173597,1,0.0,999
2023GQ0173606,1,0.0,114
2023GQ0173636,2,0.0,902
2023GQ0173644,3,1200.0,219
2023GQ0173645,1,1200.0,210
2023GQ0173658,2,0.0,902
2023GQ0173660,2,0.0,999
2023GQ0173679,2,0.0,999
2023GQ0173684,2,0.0,902
2023GQ0173726,9,0.0,999
2023GQ0173736,2,0.0,902
2023GQ0173749,2,0.0,999
2023GQ0173791,2,0.0,902
2023GQ0173804,8,1200.0,211
2023GQ0173808,8,1200.0,226
2023GQ0173816,2,0.0,999
2023GQ0173830,1,0.0,148
2023GQ0173843,1,0.0,32
2023GQ0173848,9,0.0,290
2023GQ0173886,2,0.0,999
2023GQ0173922,1,0.0,50
2023GQ0173929,9,1200.0,290
2023GQ0173934,1,0.0,22
2023GQ0173946,2,0.0,902
2023GQ0173969,9,0.0,290
2023GQ0173988,1,0.0,999
2023GQ0173994,2,0.0,902
2023GQ0173999,9,1200.0,223
2023GQ0174004,1,0.0,940
2023GQ0174027,2,0.0,553
2023GQ0174038,2,0.0,902
2023GQ0174068,9,1200.0,210
2023GQ0174082,8,0.0,210
2023GQ0174093,9,0.0,210
2023GQ0174126,2,0.0,902
2023GQ0174142,1,0.0,210
2023GQ0174159,9,1200.0,210
2023GQ0174177,1,0.0,939
2023GQ0174245,1,0.0,142
2023GQ0174271,2,0.0,902
2023GQ0174297,8,1200.0,234
2023GQ0174302,9,1200.0,211
2023GQ0174315,1,0.0,924
2023GQ0174321,9,0.0,211
2023GQ0174322,2,0.0,939
2023GQ0174340,1,0.0,924
2023GQ0174353,9,1200.0,210
2023GQ0174354,1,0.0,999
2023GQ0174378,1,0.0,999
2023GQ0174383,1,0.0,996
2023GQ0174391,1,1200.0,210
2023GQ0174404,5,0.0,917
2023GQ0174423,1,0.0,999
2023GQ0174501,1,0.0,939
2023GQ0174503,2,0.0,999
2023GQ0174556,1,0.0,87
2023GQ0174558,1,0.0,32
2023GQ0174559,2,0.0,902
2023GQ0174590,8,1200.0,210
2023GQ0174601,9,1200.0,210
2023GQ0174606,2,0.0,903
2023GQ0174633,9,1200.0,291
2023GQ0174672,1,0.0,32
2023GQ0174680,2,0.0,999
2023GQ0174681,2,0.0,903
2023GQ0174692,1,0.0,925
2023GQ0174740,9,1200.0,210
2023GQ0174750,2,0.0,902
2023GQ0174799,1,0.0,222
2023GQ0174839,2,1200.0,902
2023GQ0174848,1,0.0,999
2023GQ0174850,1,0.0,999
2023GQ0174883,1,4500.0,402
2023GQ0174897,8,0.0,252
2023GQ0174902,1,0.0,999
2023GQ0174909,1,0.0,32
2023GQ0174935,2,0.0,599
2023GQ0174978,1,0.0,142
2023GQ0174990,9,0.0,999
2023GQ0175021,1,0.0,999
2023GQ0175068,6,1380.0,603
2023GQ0175081,9,1200.0,902
2023GQ0175082,1,0.0,924
2023GQ0175095,8,1200.0,211
2023GQ0175096,1,0.0,50
2023GQ0175110,1,0.0,999
2023GQ0175141,1,0.0,924
2023GQ0175147,1,0.0,924
2023GQ0175152,1,0.0,999
2023GQ0175186,1,0.0,999
2023GQ0175189,1,0.0,999
2023GQ0175257,1,0.0,999
2023GQ0175258,1,0.0,924
2023GQ0175283,1,0.0,999
2023GQ0175298,1,0.0,924
2023GQ0175312,1,0.0,996
2023GQ0175369,9,0.0,211
2023GQ0175386,1,0.0,50
2023GQ0175405,1,1200.0,999
2023GQ0175423,1,0.0,999
2023GQ0175430,1,0.0,924
2023GQ0175464,1,0.0,999
2023GQ0175468,8,1200.0,218
2023GQ0175475,1,0.0,999
2023GQ0175492,9,1200.0,210
2023GQ0175517,8,0.0,211
2023GQ0175523,1,0.0,999
2023GQ0175527,1,0.0,32
2023GQ0175548,2,0.0,902
2023GQ0175588,8,1200.0,226
2023GQ0175591,1,0.0,999
2023GQ0175593,9,0.0,22
2023GQ0175602,1,0.0,999
2023GQ0175610,9,1200.0,211
2023GQ0175622,1,0.0,999
2023GQ0175623,2,6290.0,553
2023GQ0175648,9,1200.0,210
2023GQ0175649,2,0.0,902
2023GQ0175659,2,0.0,999
2023GQ0175670,1,0.0,22
2023GQ0175678,2,0.0,903
2023GQ0175694,8,1200.0,211
2023GQ0175703,1,0.0,999
2023GQ0175708,2,0.0,902
2023GQ0175710,1,0.0,88
2023GQ0175712,1,0.0,999
2023GQ0175718,1,0.0,290
2023GQ0175726,1,0.0,22
2023GQ0175738,1,0.0,32
2023GQ0175759,2,0.0,902
2023GQ0175775,5,1200.0,920
2023GQ0175827,1,0.0,999
2023GQ0175829,1,0.0,22
2023GQ0175836,1,0.0,88
2023GQ0175849,1,0.0,50
2023GQ0175875,1,0.0,290
2023GQ0175894,1,0.0,939
2023GQ0175896,1,0.0,939
2023GQ0175917,2,1200.0,999
2023GQ0175926,1,0.0,194
2023GQ0175951,9,1200.0,211
2023GQ0175987,1,0.0,999
2023GQ0176000,2,0.0,902
2023GQ0176009,1,0.0,939
2023GQ0176038,1,0.0,999
2023GQ0176109,1,0.0,924
2023GQ0176129,2,0.0,902
2023GQ0176132,1,1200.0,210
2023GQ0176141,9,0.0,210
2023GQ0176151,9,1200.0,210
2023GQ0176155,1,0.0,32
2023GQ0176156,2,0.0,210
2023GQ0176159,2,0.0,902
2023GQ0176212,1,0.0,50
2023GQ0176219,2,0.0,999
2023GQ0176252,1,0.0,50
2023GQ0176253,1,1675.0,434
2023GQ0176260,2,0.0,902
2023GQ0176265,1,0.0,999
2023GQ0176268,1,0.0,26
2023GQ0176275,1,1200.0,999
2023GQ0176308,2,0.0,902
2023GQ0176310,1,0.0,22
2023GQ0176328,1,0.0,114
2023GQ0176334,9,0.0,148
2023GQ0176373,2,0.0,999
2023GQ0176374,1,1200.0,999
2023GQ0176398,1,0.0,142
2023GQ0176402,9,0.0,50
2023GQ0176405,9,1200.0,210
2023GQ0176424,1,0.0,999
2023GQ0176429,1,0.0,50
2023GQ0176451,1,0.0,999
2023GQ0176494,9,0.0,939
2023GQ0176522,1,0.0,999
2023GQ0176527,6,2920.0,720
2023GQ0176543,1,0.0,999
2023GQ0176568,8,0.0,210
2023GQ0176580,2,0.0,902
2023GQ0176600,1,1200.0,999
2023GQ0176633,1,0.0,999
2023GQ0176639,2,0.0,902
2023GQ0176651,1,0.0,999
2023GQ0176675,2,0.0,996
2023GQ0176677,1,0.0,111
2023GQ0176710,6,0.0,720
2023GQ0176714,2,0.0,902
2023GQ0176717,1,0.0,924
2023GQ0176742,1,0.0,999
2023GQ0176747,1,1200.0,290
2023GQ0176804,2,0.0,553
2023GQ0176821,2,0.0,902
2023GQ0176823,2,0.0,902
2023GQ0176825,1,0.0,999
2023GQ0176837,1,0.0,22
2023GQ0176863,5,1200.0,999
2023GQ0176866,1,0.0,999
2023GQ0176869,1,0.0,87
2023GQ0176870,1,0.0,924
2023GQ0176882,1,0.0,50
2023GQ0176902,2,1170.0,902
2023GQ0176909,1,0.0,999
2023GQ0176928,2,0.0,902
2023GQ0176930,2,1200.0,290
2023GQ0176933,2,0.0,902
2023GQ0176937,1,1200.0,225
2023GQ0176965,1,1200.0,999
2023GQ0176966,1,0.0,22
2023GQ0176973,1,1262.0,111
2023GQ0177018,1,0.0,50
2023HU0000049,1,0.0,50
2023HU0000055,1,0.0,939
2023HU0000075,1,0.0,939
2023HU0000082,2,0.0,902
2023HU0000082,2,0.0,902
2023HU0000084,6,0.0,615
2023HU0000121,1,0.0,195
2023HU0000151,6,0.0,290
2023HU0000151,6,0.0,290
2023HU0000151,6,0.0,703
2023HU0000162,2,0.0,999
2023HU0000178,9,1200.0,211
2023HU0000185,1,0.0,996
2023HU0000185,1,0.0,996
2023HU0000185,1,0.0,996
2023HU0000203,1,0.0,32
2023HU0000320,1,0.0,996
2023HU0000337,9,1200.0,210
2023HU0000339,1,1200.0,215
2023HU0000361,1,0.0,431
2023HU0000374,1,0.0,924
2023HU0000390,1,1200.0,999
2023HU0000390,8,1200.0,999
2023HU0000399,1,0.0,32
2023HU0000410,1,1200.0,211
2023HU0000438,1,1200.0,939
2023HU0000444,2,0.0,999
2023HU0000447,2,0.0,999
2023HU0000447,2,0.0,999
2023HU0000480,8,1200.0,999
2023HU0000509,1,0.0,939
2023HU0000523,1,0.0,50
2023HU0000523,1,0.0,50
2023HU0000536,1,0.0,924
2023HU0000544,9,1200.0,210
2023HU0000558,1,1200.0,210
2023HU0000576,9,0.0,939
2023HU0000578,9,0.0,51
2023HU0000580,1,0.0,22
2023HU0000607,2,0.0,902
2023HU0000607,2,0.0,902
2023HU0000627,1,0.0,999
